plate,well,compound,path,nuclei,C1,C2,C3,C4,C5,C6,moa
P015084,B15,CBK200551,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s1_w13FAD919B-74A1-4158-A85E-15BA5B9F11EE.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s1_w2D0A19F77-30AD-4EAA-9831-050CFE416CA2.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s1_w3D81279C7-05EB-46C6-A1BA-FAAF340AE36B.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s1_w40104BAEC-3CCB-408B-80EE-911EA32EE0A5.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s1_w5FEB7B5FA-ACE6-476F-AFEA-891DB9C400E0.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s1_w6BB9155DD-D65D-4F3D-BC91-0FFF56C1B6C0.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s1_w7B793301A-A0BA-4118-A1C8-75616A427AA1.tif,ATPase inhibitor
P015084,B15,CBK200551,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s2_w19CB6A8D2-D487-4071-89CB-A5305D620195.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s2_w23B003AF5-F87A-4369-B063-17E21A5A1644.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s2_w3B163A7D1-EB13-41D5-9B3E-EE648927E424.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s2_w4EB343B71-1EE8-47DF-A990-55B85D3FB9BA.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s2_w5E3499863-42B0-4835-9195-0DA21CB52CA1.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s2_w6163E418E-5583-4A49-884A-34ADFE29C1EE.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s2_w7BFADBCED-A327-4577-828C-E1EF5D4DF5D6.tif,ATPase inhibitor
P015084,B15,CBK200551,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s3_w17BF767BA-67C5-4980-9420-790BFDCD8ED0.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s3_w2BE4C9A8C-CD06-4D49-98DC-F88E5031D1B1.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s3_w3A49C4BD9-D75C-46DD-A3C6-1C6BDA0DB5D1.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s3_w4FB5E2AEF-8191-4EEB-88E9-DA92B2FC2D85.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s3_w54A23839C-DE4B-40D8-8BE8-EC6ED4C45539.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s3_w64B8011B0-DB92-40AA-AF0A-A82C1413BAFB.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s3_w76DE94D92-808B-4408-8F16-EA52F4EF1EF0.tif,ATPase inhibitor
P015084,B15,CBK200551,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s4_w15975EF19-32D3-494B-BDA6-D1CD73D7E50B.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s4_w2F07F2888-F91B-471F-AA38-202A38B4D341.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s4_w36EB38C16-37A4-4CC4-94D7-BA3F7D3E459E.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s4_w456872FA2-1962-4058-BBA7-70F80A9E4F90.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s4_w535C55047-C074-4A12-995C-C829E2C95094.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s4_w68A87AA8E-0CEC-48F5-AFC6-D76C88B56A64.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s4_w73B4D11CE-A1C1-4CC3-AB62-90D9357CB18D.tif,ATPase inhibitor
P015084,B15,CBK200551,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s5_w166F1210C-2A7C-48C2-B261-F0B5CAEA1D71.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s5_w21419DA0E-A944-4A23-9292-6C9C49A465DC.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s5_w36DED2652-4538-48C5-8D16-94A9C091E3C4.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s5_w44FF27B1A-9F20-4A3A-8CCE-D5291AA7369C.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s5_w58A695D30-A623-4EC4-A326-37CFF3CAE28C.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s5_w6F6F9D957-2D38-47A8-9C5B-7036CF8C7AEE.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s5_w77FD8197A-0FBE-4430-834D-9A0A226D8371.tif,ATPase inhibitor
P015084,B23,CBK291084,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s1_w113B731FF-CE40-4053-A169-6C19D129E0C9.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s1_w25FC29F4A-0E0E-4568-B30F-DA12EB9474C2.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s1_w33F99CF63-07DE-4EA7-83C9-D02A40461632.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s1_w43622D36D-2656-4D62-B403-B5FA0034036C.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s1_w52A8222EF-8EFB-468A-949C-EF406AFE93F2.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s1_w6B18B8F5E-67E7-4CEA-B660-6CDE45906A1D.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s1_w76AE8A007-8992-4898-9105-7956E89304BA.tif,ATPase inhibitor
P015084,B23,CBK291084,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s2_w1994B66C1-EB1C-460A-9819-824376B6285D.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s2_w20CC8C008-FB9F-4F05-B3DD-2CED1E5DF80E.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s2_w378EF805F-3AE3-4642-BF83-4651467534A1.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s2_w460EC98B5-99D8-47CD-A380-EA523532F341.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s2_w5F4F08806-2B7F-4AAA-9771-C4F361C227C3.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s2_w696A6BFC1-47DD-4FDB-A6B9-C68516C85B60.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s2_w7AE5DDC3D-90F1-4C7D-BA9C-A46D46C672F7.tif,ATPase inhibitor
P015084,B23,CBK291084,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s3_w1D9CBB2D1-D0FE-4024-9ACA-086005E9391B.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s3_w26E429E20-B8A8-46AA-81B7-75A9ED22F6D6.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s3_w356B23360-D2BA-4D9D-9DA8-AFBC9B407F89.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s3_w4CAD2B106-C736-400C-9695-206965FB03C4.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s3_w5C60A3518-FC67-4D52-9CFB-11C9CACE1434.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s3_w683FBD4A0-CE47-4989-9DDE-0F707B135AF5.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s3_w75BD419A5-25BA-4FDA-AF2D-94EA60FD2350.tif,ATPase inhibitor
P015084,B23,CBK291084,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s4_w10E770664-A25C-45D2-B487-6F94F0ED3611.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s4_w23E346B7F-5DBD-4EB1-A3C9-4E444CAC035E.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s4_w357FC631B-F33E-4EF2-96FF-6E078227000F.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s4_w4E0574AB1-9089-432B-93CE-A309834AC2DE.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s4_w5FFA5C358-4832-4E92-ABBC-A25673CF8A03.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s4_w6C260144E-5296-4BAD-9C2D-3FB46EDD7E18.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s4_w7C6464529-7067-4A16-A841-5A81F073CECF.tif,ATPase inhibitor
P015084,B23,CBK291084,/mnt/micro-images-pvc/jonne/specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL/2022-03-15/973,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s5_w1A3B617B0-B410-4DBE-B236-0453151B652A.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s5_w2AEAB3381-A45B-4A56-9359-18B70621F349.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s5_w362CCAEF0-9D2C-44BE-ADE5-76D5AEED08B0.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s5_w474A1743E-1B5F-4F82-B367-9007AFBBE965.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s5_w5F43E4C96-A9A7-4A97-B10F-4F3E6B22C3B7.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s5_w6FDF81630-64E9-4376-BBD0-81B532569CDC.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s5_w70D845B6D-ED8E-4181-832E-6BD30114FD73.tif,ATPase inhibitor
