plate,well,compound,batch_id,moa,grit_mean,grit_std,count_nuclei_mean,count_nuclei_std
P015076,B16,CBK277913,BJ1898391,retinoid receptor agonist,3.0318935257577704,0.8666129863345565,163.95454545454547,48.52185053002771
P015076,C21,CBK277913,BJ1898391,retinoid receptor agonist,3.0318935257577704,0.8666129863345565,163.95454545454547,48.52185053002771
P015076,D22,CBK201029,BJ1897759,protein synthesis inhibitor,0.8023153214214592,0.34279917945548705,139.72916666666666,49.27462753222714
P015076,E23,CBK041182,BJ1897223,topoisomerase inhibitor,3.8369225414084966,0.30660074897159184,48.102040816326536,16.46491838470407
P015076,H08,CBK200601,BJ1898251,retinoid receptor agonist,2.610735655402054,0.4926854619202641,147.8421052631579,44.032252501012756
P015076,H13,CBK041182,BJ1897223,topoisomerase inhibitor,3.8369225414084966,0.30660074897159184,48.102040816326536,16.46491838470407
P015076,I03,CBK200601,BJ1898251,retinoid receptor agonist,2.610735655402054,0.4926854619202641,147.8421052631579,44.032252501012756
P015076,I06,CBK201029,BJ1897759,protein synthesis inhibitor,0.8023153214214592,0.34279917945548705,139.72916666666666,49.27462753222714
P015076,J05,CBK041182,BJ1897223,topoisomerase inhibitor,3.8369225414084966,0.30660074897159184,48.102040816326536,16.46491838470407
P015076,J18,CBK201029,BJ1897759,protein synthesis inhibitor,0.8023153214214592,0.34279917945548705,139.72916666666666,49.27462753222714
P015076,K10,CBK277913,BJ1898391,retinoid receptor agonist,3.0318935257577704,0.8666129863345565,163.95454545454547,48.52185053002771
P015076,M06,CBK200601,BJ1898251,retinoid receptor agonist,2.610735655402054,0.4926854619202641,147.8421052631579,44.032252501012756
P015077,C07,CBK041182,BJ1897223,topoisomerase inhibitor,3.8369225414084966,0.30660074897159184,48.102040816326536,16.46491838470407
P015077,D16,CBK201029,BJ1897759,protein synthesis inhibitor,0.8023153214214592,0.34279917945548705,139.72916666666666,49.27462753222714
P015077,E12,CBK200601,BJ1898251,retinoid receptor agonist,2.610735655402054,0.4926854619202641,147.8421052631579,44.032252501012756
P015077,H22,CBK200601,BJ1898251,retinoid receptor agonist,2.610735655402054,0.4926854619202641,147.8421052631579,44.032252501012756
P015077,I13,CBK277913,BJ1898391,retinoid receptor agonist,3.0318935257577704,0.8666129863345565,163.95454545454547,48.52185053002771
P015077,J20,CBK277913,BJ1898391,retinoid receptor agonist,3.0318935257577704,0.8666129863345565,163.95454545454547,48.52185053002771
P015077,K12,CBK201029,BJ1897759,protein synthesis inhibitor,0.8023153214214592,0.34279917945548705,139.72916666666666,49.27462753222714
P015077,K14,CBK277913,BJ1898391,retinoid receptor agonist,3.0318935257577704,0.8666129863345565,163.95454545454547,48.52185053002771
P015077,M12,CBK041182,BJ1897223,topoisomerase inhibitor,3.8369225414084966,0.30660074897159184,48.102040816326536,16.46491838470407
P015077,N15,CBK041182,BJ1897223,topoisomerase inhibitor,3.8369225414084966,0.30660074897159184,48.102040816326536,16.46491838470407
P015077,O15,CBK201029,BJ1897759,protein synthesis inhibitor,0.8023153214214592,0.34279917945548705,139.72916666666666,49.27462753222714
P015077,O17,CBK200601,BJ1898251,retinoid receptor agonist,2.610735655402054,0.4926854619202641,147.8421052631579,44.032252501012756
P015080,D16,CBK200949,BJ1895967,topoisomerase inhibitor,3.676684799773223,0.11303305297945768,53.433962264150935,17.019795526614867
P015080,M23,CBK200949,BJ1895967,topoisomerase inhibitor,3.676684799773223,0.11303305297945768,53.433962264150935,17.019795526614867
P015080,N04,CBK200949,BJ1895967,topoisomerase inhibitor,3.676684799773223,0.11303305297945768,53.433962264150935,17.019795526614867
P015081,B12,CBK200949,BJ1895967,topoisomerase inhibitor,3.676684799773223,0.11303305297945768,53.433962264150935,17.019795526614867
P015081,F08,CBK200949,BJ1895967,topoisomerase inhibitor,3.676684799773223,0.11303305297945768,53.433962264150935,17.019795526614867
P015081,N19,CBK200949,BJ1895967,topoisomerase inhibitor,3.676684799773223,0.11303305297945768,53.433962264150935,17.019795526614867
P015082,E08,CBK290538,BJ1898262,topoisomerase inhibitor,3.1265812662938823,1.0727632273407468,13.5,9.414688716912716
P015082,I17,CBK200558,BJ1895809,topoisomerase inhibitor,5.840230192276371,0.4771242388604173,0.16216216216216214,0.3736838766118223
P015082,L07,CBK200558,BJ1895809,topoisomerase inhibitor,5.840230192276371,0.4771242388604173,0.16216216216216214,0.3736838766118223
P015082,L20,CBK290538,BJ1898262,topoisomerase inhibitor,3.1265812662938823,1.0727632273407468,13.5,9.414688716912716
P015082,M05,CBK290538,BJ1898262,topoisomerase inhibitor,3.1265812662938823,1.0727632273407468,13.5,9.414688716912716
P015082,O22,CBK200558,BJ1895809,topoisomerase inhibitor,5.840230192276371,0.4771242388604173,0.16216216216216214,0.3736838766118223
P015083,B14,CBK200558,BJ1895809,topoisomerase inhibitor,5.840230192276371,0.4771242388604173,0.16216216216216214,0.3736838766118223
P015083,D02,CBK290538,BJ1898262,topoisomerase inhibitor,3.1265812662938823,1.0727632273407468,13.5,9.414688716912716
P015083,H20,CBK200558,BJ1895809,topoisomerase inhibitor,5.840230192276371,0.4771242388604173,0.16216216216216214,0.3736838766118223
P015083,N04,CBK200558,BJ1895809,topoisomerase inhibitor,5.840230192276371,0.4771242388604173,0.16216216216216214,0.3736838766118223
P015083,N19,CBK290538,BJ1898262,topoisomerase inhibitor,3.1265812662938823,1.0727632273407468,13.5,9.414688716912716
P015083,O10,CBK290538,BJ1898262,topoisomerase inhibitor,3.1265812662938823,1.0727632273407468,13.5,9.414688716912716
P015084,B02,CBK290801,BJ1896299,Aurora kinase inhibitor,3.8828544967782856,0.27789289135696443,32.1904761904762,11.737201743256554
P015084,B03,CBK288349,BJ1898633,Aurora kinase inhibitor,4.184454649307093,0.2846676292878893,48.16,13.318783728253866
P015084,B05,CBK006628,BJ1894365,ATPase inhibitor,1.1880476662448796,0.4510956730300336,109.90476190476191,30.35935566164862
P015084,B06,CBK201093,BJ1898844,ATPase inhibitor,,,,
P015084,B12,CBK288281,BJ1896587,Aurora kinase inhibitor,3.0413437337810167,0.36616126536625415,83.15384615384616,27.32426366099157
P015084,B14,CBK290052,BJ1895656,ATPase inhibitor,1.0325638142324876,0.4048424560026215,123.91666666666669,29.206784004475022
P015084,B15,CBK200551,BJ1894596,ATPase inhibitor,3.0076363989440886,0.5460020949482713,14.333333333333336,3.055050463303893
P015084,B17,CBK309507,BJ1898930,ATPase inhibitor,,,,
P015084,B23,CBK291084,BJ1898342,ATPase inhibitor,0.9561384693722288,0.7834703874526615,102.2608695652174,32.38436406003865
P015084,C02,CBK200550,BJ1898063,ATPase inhibitor,5.396355622602528,0.9823602254908964,18.363636363636363,4.566677726153385
P015084,C03,CBK308652,BJ1897012,Aurora kinase inhibitor,4.819678782757478,0.2413383836216078,53.34782608695652,21.402227359982408
P015084,C07,CBK277955,BJ1898196,Aurora kinase inhibitor,4.558981206215063,0.2107934054222811,50.12,14.057382402140165
P015084,C08,CBK006628,BJ1894365,ATPase inhibitor,1.1880476662448796,0.4510956730300336,109.90476190476191,30.35935566164862
P015084,C10,CBK290772,BJ1898658,Aurora kinase inhibitor,2.3632963225016552,0.2711358746785344,101.66666666666669,23.768204312313625
P015084,C13,CBK288285,BJ1898271,Aurora kinase inhibitor,3.856425510177196,0.32306872722635405,33.653846153846146,10.758967637063728
P015084,C16,CBK277972,BJ1898188,Aurora kinase inhibitor,4.239405526855702,0.2527019699689651,47.62962962962962,19.28959095181438
P015084,C17,CBK288349,BJ1898633,Aurora kinase inhibitor,4.184454649307093,0.2846676292878893,48.16,13.318783728253866
P015084,C19,CBK201093,BJ1898844,ATPase inhibitor,,,,
P015084,C21,CBK308101,BJ1896250,Aurora kinase inhibitor,3.9396511466747963,0.6308533683315216,22.277777777777782,8.962704132095242
P015084,D02,CBK303888,BJ1898954,ATPase inhibitor,3.5460025033048286,0.6882802510077712,3.5,3.5355339059327378
P015084,D03,CBK200551,BJ1894596,ATPase inhibitor,3.0076363989440886,0.5460020949482713,14.333333333333336,3.055050463303893
P015084,D05,CBK290772,BJ1898658,Aurora kinase inhibitor,2.3632963225016552,0.2711358746785344,101.66666666666669,23.768204312313625
P015084,D06,CBK228145,BJ1898989,ATPase inhibitor,0.9100923706221974,0.3902419342402545,133.04166666666666,19.170809256164226
P015084,D07,CBK290052,BJ1898882,ATPase inhibitor,3.2514210119853604,0.4961729504274473,104.42307692307692,29.22214650147805
P015084,D08,CBK288288,BJ1895882,Aurora kinase inhibitor,0.6034124746429436,0.4335237809505305,113.8695652173913,38.69026697883178
P015084,D10,CBK290684,BJ1898477,Aurora kinase inhibitor,1.0696084867586502,0.5157253187477043,101.27272727272728,32.22566533825961
P015084,D13,CBK288281,BJ1896587,Aurora kinase inhibitor,3.0413437337810167,0.36616126536625415,83.15384615384616,27.32426366099157
P015084,D18,CBK290766,BJ1898641,Aurora kinase inhibitor,6.335742439609853,1.4167899229558156,18.181818181818183,4.3547257506801005
P015084,D19,CBK288259,BJ1898206,Aurora kinase inhibitor,3.6469045758923047,0.2718699417235382,38.111111111111114,15.255095827884814
P015084,D21,CBK288286,BJ1896380,Aurora kinase inhibitor,3.879238341000772,0.1514073130012753,43.16,13.082048769210427
P015084,D22,CBK288284,BJ1896232,Aurora kinase inhibitor,,,,
P015084,E04,CBK293886,BJ1898876,Aurora kinase inhibitor,3.0010551011519606,0.5105814622351816,84.16666666666667,30.03576299719269
P015084,E08,CBK309653,BJ1899164,ATPase inhibitor,0.8109431837940501,0.4089488295411341,116.27272727272728,37.52609481691096
P015084,E22,CBK308980,BJ1897438,ATPase inhibitor,1.777020540158133,0.3645380685461975,79.5,36.03259394058324
P015084,F03,CBK290684,BJ1898477,Aurora kinase inhibitor,1.0696084867586502,0.5157253187477043,101.27272727272728,32.22566533825961
P015084,F05,CBK290829,BJ1898667,Aurora kinase inhibitor,1.1546722353200751,0.39518719876361547,105.22222222222223,33.55865024901847
P015084,F07,CBK290766,BJ1898641,Aurora kinase inhibitor,6.335742439609853,1.4167899229558156,18.181818181818183,4.3547257506801005
